token,lemma
=,UNK
=,UNK
гостевая,гостевой
=,UNK
=,UNK
=,UNK
=,UNK
=,UNK
=,UNK
резервная,резервный
=,UNK
=,UNK
=,UNK
источники,источник
:,UNK
",",UNK
=,UNK
=,UNK
примечания,примечание
=,UNK
=,UNK
=,UNK
=,UNK
ссылки,ссылка
=,UNK
=,UNK
официальный,официальный
сайт,сайт
федерации,федерация
футбола,футбол
гондураса,гондурас
(,UNK
исп,исп
.,UNK
),UNK
сборная,сборная
гондураса,гондурас
на,на
сайте,сайт
фифа,фифа
(,UNK
англ,англ
.,UNK
),UNK
«,UNK
футбольная,футбольный
война,война
»,UNK
(,UNK
исп,исп
.,UNK
guerra,guerra
del,del
fútbol,fútbol
),UNK
",",UNK
также,также
известная,известный
как,как
сточасовая,сточасовой
война,война
—,UNK
скоротечный,скоротечный
военный,военный
конфликт,конфликт
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
",",UNK
продолжавшийся,продолжаться
шесть,шесть
дней,день
(,UNK
с,с
14,UNK
по,по
20,UNK
июля,июль
1969,UNK
года,год
),UNK
.,UNK
непосредственным,непосредственный
поводом,повод
к,к
войне,война
послужил,послужить
проигрыш,проигрыш
команды,команда
гондураса,гондурас
команде,команда
сальвадора,сальвадор
в,в
матчах,матч
плей-офф,UNK
отборочного,отборочный
этапа,этап
чемпионата,чемпионат
мира,мир
по,по
футболу,футбол
",",UNK
чем,чем
и,и
объясняется,объясняться
данное,данный
конфликту,конфликт
название,название
.,UNK
несмотря,несмотря
на,на
скоротечность,скоротечность
",",UNK
война,война
дорого,дорого
обошлась,обойтись
обеим,оба
сторонам,сторона
—,UNK
общие,общий
потери,потеря
составили,составить
несколько,несколько
тысяч,тысяча
человек,человек
",",UNK
был,быть
расстроен,расстроить
региональный,региональный
интеграционный,интеграционный
проект,проект
центральноамериканского,центральноамериканский
общего,общий
рынка,рынок
.,UNK
=,UNK
=,UNK
предыстория,предыстория
и,и
причины,причина
=,UNK
=,UNK
одной,один
из,из
причин,причина
войны,война
был,быть
давний,давний
",",UNK
начавшийся,начаться
в,в
xix,xix
веке,век
спор,спор
между,между
двумя,два
странами,страна
относительно,относительно
демаркации,демаркации
границы,граница
.,UNK
кроме,кроме
того,тот
",",UNK
правительство,правительство
и,и
деловые,деловой
круги,круг
гондураса,гондурас
были,быть
раздражены,раздражить
существенными,существенный
торговыми,торговый
преимуществами,преимущество
",",UNK
которые,который
с,с
начала,начало
1960-х,UNK
годов,год
оказались,оказаться
предоставлены,предоставить
более,более
развитой,развитой
сальвадорской,сальвадорский
экономике,экономика
по,по
правилам,правило
организации,организация
центральноамериканского,центральноамериканский
общего,общий
рынка,рынок
.,UNK
первоначально,первоначально
",",UNK
после,после
подписания,подписание
в,в
июне,июнь
1958,UNK
года,год
договора,договор
о,о
свободной,свободный
торговле,торговля
и,и
экономической,экономический
интеграции,интеграция
между,между
четырьмя,четыре
странами,страна
центральной,центральный
америки,америка
(,UNK
на,на
основе,основа
которого,который
после,после
подписания,подписание
16,UNK
декабря,декабрь
1960,UNK
года,год
дополнительного,дополнительный
соглашения,соглашение
возник,возникнуть
цаор,цаор
),UNK
преимущества,преимущество
получили,получить
наиболее,наиболее
промышленно,промышленно
развитые,развитой
страны,страна
(,UNK
гондурас,гондурас
и,и
сальвадор,сальвадор
),UNK
",",UNK
но,но
в,в
дальнейшем,дальнейший
промышленность,промышленность
гондураса,гондурас
стала,стать
проигрывать,проигрывать
промышленности,промышленность
сальвадора,сальвадор
.,UNK
для,для
стабилизации,стабилизация
экономического,экономический
положения,положение
в,в
стране,страна
правительство,правительство
гондураса,гондурас
было,быть
вынуждено,вынудить
ввести,ввести
чрезвычайные,чрезвычайный
налоги,налог
на,на
товары,товар
широкого,широкий
потребления,потребление
(,UNK
сначала,сначала
в,в
размере,размер
3,UNK
%,UNK
",",UNK
затем,затем
они,они
были,быть
увеличены,увеличить
),UNK
;,UNK
к,к
1969,UNK
году,год
задолженность,задолженность
гондураса,гондурас
сальвадору,сальвадор
составляла,составлять
почти,почти
половину,половина
от,от
суммы,сумма
задолженности,задолженность
гондураса,гондурас
всем,весь
странам,страна
цаор,цаор
—,UNK
начало,начало
войны,война
позволяло,позволять
правительству,правительство
гондураса,гондурас
не,не
только,только
ликвидировать,ликвидировать
вопрос,вопрос
о,о
задолженности,задолженность
",",UNK
но,но
и,и
укрепить,укрепить
экономическое,экономический
положение,положение
страны,страна
за,за
счёт,счет
имущества,имущество
сальвадорцев,сальвадорец
.,UNK
ещё,еще
один,один
комплекс,комплекс
проблем,проблема
был,быть
связан,связать
с,с
сальвадорскими,сальвадорский
поселенцами,поселенец
на,на
территории,территория
гондураса,гондурас
:,UNK
сальвадор,сальвадор
являлся,являться
самым,самый
малым,малый
по,по
площади,площадь
и,и
самым,самый
густонаселённым,густонаселенным
из,из
всех,весь
центральноамериканских,центральноамериканский
государств,государство
",",UNK
обладал,обладать
более,более
развитой,развитой
экономикой,экономика
",",UNK
но,но
испытывал,испытывать
острую,острый
нехватку,нехватка
пригодных,пригодный
для,для
обработки,обработка
земель,земля
.,UNK
большая,больший
часть,часть
земли,земля
в,в
сальвадоре,сальвадор
контролировалась,контролироваться
крупными,крупный
землевладельцами,землевладелец
",",UNK
что,что
приводило,приводить
к,к
«,UNK
земельному,земельный
голоду,голод
»,UNK
и,и
миграции,миграция
безземельных,безземельный
крестьян,крестьянин
в,в
соседний,соседний
гондурас,гондурас
;,UNK
гондурас,гондурас
по,по
территории,территория
был,быть
гораздо,гораздо
больше,больше
соседа,сосед
",",UNK
не,не
так,так
густо,густо
населён,населенный
и,и
слабее,слабый
развит,развить
экономически,экономически
",",UNK
однако,однако
свыше,свыше
200,UNK
тысяч,тысяча
гектаров,гектар
(,UNK
18,UNK
%,UNK
),UNK
земель,земля
сельскохозяйственного,сельскохозяйственный
назначения,назначение
находилось,находиться
в,в
собственности,собственность
компаний,компания
сша,сша
",",UNK
что,что
увеличивало,увеличивать
«,UNK
земельный,земельный
голод,голод
»,UNK
в,в
стране,страна
.,UNK
переселение,переселение
сальвадорцев,сальвадорец
в,в
гондурас,гондурас
в,в
поисках,поиск
свободных,свободный
земель,земля
и,и
заработка,заработок
началось,начаться
в,в
1930-е,UNK
годы,год
.,UNK
большинство,большинство
мигрантов,мигрант
прибывали,прибывать
в,в
страну,страна
незаконно,незаконно
",",UNK
они,они
занимали,занимать
пустующие,пустовать
земли,земля
и,и
начинали,начинать
их,они
обрабатывать,обрабатывать
;,UNK
таким,такой
образом,образ
возникали,возникать
целые,целый
нелегальные,нелегальный
поселения,поселение
.,UNK
переселенцы,переселенец
из,из
сальвадора,сальвадор
соглашались,соглашаться
работать,работать
на,на
банановых,банановый
плантациях,плантация
за,за
меньшую,малый
плату,плата
",",UNK
чем,чем
местные,местный
крестьяне,крестьянин
",",UNK
что,что
привело,привести
к,к
росту,рост
антисальвадорских,антисальвадорский
настроений,настроение
в,в
гондурасе,гондурас
.,UNK
летом,лето
1961,UNK
года,год
на,на
территории,территория
гондураса,гондурас
",",UNK
в,в
районе,район
населённого,населенный
пункта,пункт
асьенда-де-долорес,UNK
",",UNK
произошло,произойти
столкновение,столкновение
группы,группа
сальвадорцев,сальвадорец
с,с
патрулём,патрулем
гражданской,гражданский
гвардии,гвардия
гондураса,гондурас
",",UNK
в,в
ходе,ход
которого,который
был,быть
застрелен,застрелить
гражданин,гражданин
сальвадора,сальвадор
альберто,альберто
чавес,чавес
(,UNK
alberto,alberto
chávez,chávez
),UNK
.,UNK
этот,этот
инцидент,инцидент
привёл,привести
к,к
ухудшению,ухудшение
отношений,отношение
между,между
странами,страна
.,UNK
19,UNK
июня,июнь
1961,UNK
года,год
правительство,правительство
сальвадора,сальвадор
официально,официально
потребовало,потребовать
от,от
правительства,правительство
гондураса,гондурас
провести,провести
расследование,расследование
обстоятельств,обстоятельство
гибели,гибель
сальвадорца,сальвадорец
.,UNK
в,в
сентябре,сентябрь
1962,UNK
года,год
правительство,правительство
гондураса,гондурас
приняло,принять
закон,закон
о,о
земельной,земельный
реформе,реформа
",",UNK
в,в
соответствии,соответствие
с,с
которой,который
началось,начаться
перераспределение,перераспределение
земель,земля
",",UNK
занятых,занять
нелегальными,нелегальный
мигрантами,мигрант
",",UNK
в,в
пользу,польза
граждан,гражданин
гондураса,гондурас
(,UNK
при,при
этом,это
просьбы,просьба
сальвадорцев,сальвадорец
о,о
предоставлении,предоставление
им,они
гражданства,гражданство
оставались,оставаться
без,без
рассмотрения,рассмотрение
),UNK
.,UNK
после,после
того,тот
",",UNK
как,как
власти,власть
гондураса,гондурас
начали,начать
депортацию,депортация
сальвадорцев,сальвадорец
с,с
территории,территория
страны,страна
",",UNK
отношения,отношение
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
стали,стать
ещё,еще
более,более
напряжёнными,напряженный
.,UNK
в,в
1966,UNK
году,год
крупными,крупный
землевладельцами,землевладелец
гондураса,гондурас
была,быть
создана,создать
«,UNK
федерация,федерация
землевладельцев,землевладелец
и,и
животноводов,животновод
»,UNK
",",UNK
которая,который
выступала,выступать
против,против
предоставления,предоставление
земли,земля
сальвадорцам,сальвадорец
.,UNK
в,в
начале,начало
июня,июнь
1967,UNK
года,год
пограничная,пограничный
охрана,охрана
гондураса,гондурас
задержала,задержать
два,два
военных,военный
грузовика,грузовик
армии,армия
сальвадора,сальвадор
(,UNK
что,что
ухудшило,ухудшить
отношения,отношение
между,между
странами,страна
),UNK
.,UNK
=,UNK
=,UNK
эскалация,эскалация
конфликта,конфликт
=,UNK
=,UNK
напряжение,напряжение
в,в
двусторонних,двусторонний
отношениях,отношение
постепенно,постепенно
усиливалось,усиливаться
в,в
течение,течение
двух,два
предшествующих,предшествовать
конфликту,конфликт
лет,год
.,UNK
режим,режим
гондурасского,гондурасский
президента,президент
освальдо,освальдо
лопеса,лопес
арельяно,арельяно
(,UNK
1963—1971,UNK
),UNK
испытывал,испытывать
значительные,значительный
экономические,экономический
и,и
политические,политический
трудности,трудность
и,и
решил,решить
использовать,использовать
сальвадорских,сальвадорский
поселенцев,поселенец
в,в
качестве,качество
удобного,удобный
козла,козел
отпущения,отпущение
.,UNK
обе,оба
страны,страна
испытывали,испытывать
значительные,значительный
экономические,экономический
трудности,трудность
",",UNK
обе,оба
управлялись,управляться
военными,военный
;,UNK
оба,оба
правительства,правительство
стремились,стремиться
отвлечь,отвлечь
внимание,внимание
населения,население
от,от
насущных,насущный
внутриполитических,внутриполитический
и,и
экономических,экономический
проблем,проблема
.,UNK
особенно,особенно
сложной,сложный
была,быть
обстановка,обстановка
в,в
гондурасе,гондурас
",",UNK
где,где
в,в
сентябре,сентябрь
1968,UNK
года,год
на,на
северном,северный
побережье,побережье
вспыхнула,вспыхнуть
забастовка,забастовка
сельскохозяйственных,сельскохозяйственный
рабочих,рабочий
",",UNK
к,к
которой,который
присоединились,присоединиться
рабочие,рабочий
промышленных,промышленный
предприятий,предприятие
",",UNK
мелкие,мелкий
торговцы,торговец
",",UNK
ремесленники,ремесленник
и,и
студенты,студент
столичного,столичный
университета,университет
.,UNK
правительство,правительство
объявило,объявить
в,в
стране,страна
осадное,осадный
положение,положение
и,и
направило,направить
почти,почти
все,весь
силы,сила
полиции,полиция
и,и
армии,армия
на,на
подавление,подавление
забастовки,забастовка
.,UNK
в,в
результате,результат
протесты,протест
были,быть
подавлены,подавить
.,UNK
к,к
1969,UNK
году,год
на,на
территории,территория
гондураса,гондурас
проживало,проживать
около,около
200,UNK
тысяч,тысяча
сальвадорцев,сальвадорец
и,и
«,UNK
гуанако,гуанако
»,UNK
(,UNK
выходцев,выходец
из,из
сальвадора,сальвадор
",",UNK
многие,многий
из,из
которых,который
проживали,проживать
на,на
территории,территория
гондураса,гондурас
длительное,длительный
время,время
),UNK
",",UNK
при,при
этом,это
не,не
более,более
50,UNK
тысяч,тысяча
из,из
них,они
являлись,являться
гражданами,гражданин
гондураса,гондурас
или,или
имели,иметь
иные,иной
документы,документ
",",UNK
легализовавшие,легализовать
их,их
статус,статус
на,на
территории,территория
гондураса,гондурас
.,UNK
в,в
январе,январь
1969,UNK
года,год
правительство,правительство
отказалось,отказаться
продлить,продлить
заключённый,заключить
в,в
1967,UNK
году,год
двусторонний,двусторонний
договор,договор
с,с
сальвадором,сальвадор
об,о
иммиграции,иммиграция
.,UNK
в,в
апреле,апрель
оно,оно
заявило,заявить
о,о
намерении,намерение
лишать,лишать
собственности,собственность
и,и
высылать,высылать
из,из
страны,страна
тех,тот
",",UNK
кто,кто
приобрёл,приобрести
землю,земля
в,в
рамках,рамка
аграрной,аграрный
реформы,реформа
",",UNK
не,не
предоставив,предоставить
требуемые,требовать
законом,закон
доказательства,доказательство
того,тот
",",UNK
что,что
приобретатель,приобретатель
является,являться
гражданином,гражданин
гондураса,гондурас
по,по
рождению,рождение
.,UNK
в,в
средствах,средство
массовой,массовый
информации,информация
была,быть
развёрнута,развернуть
кампания,кампания
",",UNK
объясняющая,объяснять
рост,рост
безработицы,безработица
и,и
снижение,снижение
зарплат,зарплата
наплывом,наплыв
рабочих-мигрантов,UNK
из,из
сальвадора,сальвадор
.,UNK
в,в
апреле,апрель
1969,UNK
года,год
в,в
гондурасе,гондурас
начали,начать
массово,массово
выселять,выселять
и,и
депортировать,депортировать
сальвадорских,сальвадорский
поселенцев,поселенец
и,и
мигрантов,мигрант
.,UNK
в,в
конце,конец
мая,май
из,из
гондураса,гондурас
в,в
перенаселённый,перенаселить
сальвадор,сальвадор
потянулся,потянуться
поток,поток
лишённых,лишенный
собственности,собственность
мигрантов,мигрант
.,UNK
изображения,изображение
беженцев,беженец
и,и
их,их
рассказы,рассказ
заполнили,заполнить
страницы,страница
сальвадорских,сальвадорский
газет,газета
и,и
экраны,экран
телевизоров,телевизор
.,UNK
начали,начать
циркулировать,циркулировать
слухи,слух
о,о
насилии,насилие
",",UNK
чинимом,чинить
гондурасскими,гондурасский
военными,военный
при,при
высылке,высылка
иммигрантов,иммигрант
.,UNK
напряжение,напряжение
в,в
отношениях,отношение
между,между
двумя,два
странами,страна
приближалось,приближаться
к,к
критической,критический
точке,точка
.,UNK
государственные,государственный
службы,служба
сальвадора,сальвадор
не,не
справлялись,справляться
с,с
потоком,поток
согнанных,согнать
с,с
земли,земля
беженцев,беженец
;,UNK
в,в
обществе,общество
росло,расти
недовольство,недовольство
",",UNK
грозившее,грозить
вылиться,вылиться
в,в
социальный,социальный
взрыв,взрыв
.,UNK
доверие,доверие
к,к
правительству,правительство
падало,падать
;,UNK
успех,успех
в,в
конфликте,конфликт
с,с
гондурасом,гондурас
мог,мочь
помочь,помочь
ему,он
вернуть,вернуть
себе,себя
поддержку,поддержка
населения,население
.,UNK
=,UNK
=,UNK
накануне,накануне
войны,война
=,UNK
=,UNK
инцидент,инцидент
",",UNK
спровоцировавший,спровоцировать
открытые,открытый
военные,военный
действия,действие
и,и
давший,дать
войне,война
название,название
",",UNK
произошёл,произойти
в,в
сан-сальвадоре,UNK
в,в
июне,июнь
1969,UNK
года,год
.,UNK
в,в
течение,течение
месяца,месяц
футбольные,футбольный
команды,команда
двух,два
стран,страна
должны,должный
были,быть
провести,провести
два,два
матча,матч
за,за
выход,выход
в,в
финальную,финальный
часть,часть
чемпионата,чемпионат
мира,мир
по,по
футболу,футбол
1970,UNK
года,год
(,UNK
в,в
случае,случай
",",UNK
если,если
каждая,каждый
сборная,сборная
выиграла,выиграть
бы,бы
по,по
одному,один
матчу,матч
",",UNK
назначался,назначаться
третий,третий
),UNK
.,UNK
беспорядки,беспорядок
возникали,возникать
и,и
во,в
время,время
первого,первый
матча,матч
в,в
тегусигальпе,тегусигальпа
",",UNK
и,и
после,после
него,он
(,UNK
некая,некий
гражданка,гражданка
сальвадора,сальвадор
застрелилась,застрелиться
",",UNK
заявив,заявить
",",UNK
что,что
не,не
может,мочь
пережить,пережить
такого,такой
позора,позор
своей,свой
страны,страна
),UNK
",",UNK
а,а
во,в
время,время
второго,второй
матча,матч
в,в
сан-сальвадоре,UNK
они,они
достигли,достигнуть
угрожающих,угрожать
масштабов,масштаб
.,UNK
в,в
сальвадоре,сальвадор
были,быть
избиты,избить
гондурасские,гондурасский
футболисты,футболист
и,и
болельщики,болельщик
",",UNK
сожжены,сжечь
гондурасские,гондурасский
флаги,флаг
;,UNK
по,по
гондурасу,гондурас
прокатилась,прокатиться
ответная,ответный
волна,волна
нападений,нападение
на,на
сальвадорцев,сальвадорец
",",UNK
включая,включая
двух,два
вице-консулов,UNK
.,UNK
15,UNK
июня,июнь
правительство,правительство
гондураса,гондурас
обратилось,обратиться
в,в
межамериканскую,межамериканский
комиссию,комиссия
по,по
правам,право
человека,человек
с,с
требованием,требование
рассмотреть,рассмотреть
вопрос,вопрос
о,о
нападении,нападение
на,на
граждан,гражданин
гондураса,гондурас
на,на
территории,территория
сальвадора,сальвадор
.,UNK
в,в
ответ,ответ
правительство,правительство
сальвадора,сальвадор
потребовало,потребовать
рассмотреть,рассмотреть
вопрос,вопрос
о,о
нападениях,нападение
на,на
сальвадорцев,сальвадорец
на,на
территории,территория
гондураса,гондурас
.,UNK
эмоции,эмоция
накалились,накалиться
до,до
предела,предел
",",UNK
в,в
прессе,пресса
обеих,оба
стран,страна
поднялась,подняться
настоящая,настоящий
истерия,истерия
.,UNK
20,UNK
июня,июнь
правительство,правительство
гондураса,гондурас
заявило,заявить
протест,протест
против,против
оскорбительного,оскорбительный
поведения,поведение
публики,публика
на,на
стадионе,стадион
во,в
время,время
футбольного,футбольный
матча,матч
15,UNK
июня,июнь
1969,UNK
года,год
.,UNK
в,в
ответ,ответ
министр,министр
иностранных,иностранный
дел,дело
сальвадора,сальвадор
выступил,выступить
с,с
заявлением,заявление
",",UNK
что,что
сальвадорские,сальвадорский
граждане,гражданин
подвергаются,подвергаться
преследованиям,преследование
в,в
гондурасе,гондурас
",",UNK
их,их
жизнь,жизнь
и,и
собственность,собственность
находятся,находиться
под,под
угрозой,угроза
",",UNK
и,и
что,что
880,UNK
сальвадорцев,сальвадорец
уже,уже
бежали,бежать
из,из
гондураса,гондурас
в,в
сальвадор,сальвадор
.,UNK
24,UNK
июня,июнь
сальвадор,сальвадор
начал,начать
мобилизацию,мобилизация
вооружённых,вооружить
сил,сила
.,UNK
26,UNK
июня,июнь
сальвадор,сальвадор
объявил,объявить
о,о
прекращении,прекращение
дипломатических,дипломатический
отношений,отношение
с,с
гондурасом,гондурас
.,UNK
27,UNK
июня,июнь
",",UNK
сразу,сразу
после,после
поражения,поражение
в,в
третьем,третий
матче,матч
",",UNK
в,в
котором,который
хосе,хосе
антонио,антонио
кинтанилья,кинтанилья
забил,забить
победный,победный
гол,гол
",",UNK
гондурас,гондурас
разорвал,разорвать
дипломатические,дипломатический
отношения,отношение
с,с
сальвадором,сальвадор
.,UNK
в,в
целом,целое
",",UNK
с,с
обеих,оба
сторон,сторона
с,с
начала,начало
«,UNK
футбольного,футбольный
кризиса,кризис
»,UNK
6,UNK
июня,июнь
до,до
27,UNK
июня,июнь
1969,UNK
года,год
жертвами,жертва
конфликта,конфликт
стали,стать
120,UNK
человек,человек
",",UNK
а,а
материальные,материальный
потери,потеря
составили,составить
50,UNK
млн,млн
долларов,доллар
сша,сша
;,UNK
11,UNK
600,UNK
беженцев-сальвадорцев,UNK
из,из
гондураса,гондурас
были,быть
размещены,разместить
в,в
лагерях,лагерь
в,в
приграничных,приграничный
районах,район
сальвадора,сальвадор
.,UNK
3,UNK
июля,июль
сначала,сначала
транспортный,транспортный
самолёт,самолет
dc-3,UNK
",",UNK
а,а
затем,затем
два,два
вылетевших,вылететь
к,к
границе,граница
штурмовика,штурмовик
t-28,UNK
ввс,ввс
гондураса,гондурас
были,быть
обстреляны,обстрелять
зенитной,зенитный
артиллерией,артиллерия
с,с
территории,территория
сальвадора,сальвадор
;,UNK
позднее,поздний
в,в
этот,этот
же,же
день,день
сальвадорский,сальвадорский
лёгкий,легкий
самолёт,самолет
piper,piper
pa-28,UNK
«,UNK
cherokee,cherokee
»,UNK
(,UNK
бортовой,бортовой
номер,номер
ys-234,UNK
p,p
),UNK
нарушил,нарушить
воздушное,воздушный
пространство,пространство
гондураса,гондурас
",",UNK
ушёл,уйти
от,от
преследования,преследование
двух,два
вылетевших,вылететь
на,на
перехват,перехват
гондурасских,гондурасский
t-28,UNK
и,и
вернулся,вернуться
в,в
воздушное,воздушный
пространство,пространство
сальвадора,сальвадор
.,UNK
в,в
ответ,ответ
12,UNK
июля,июль
правительство,правительство
гондураса,гондурас
перебросило,перебросить
несколько,несколько
боевых,боевой
самолётов,самолет
к,к
границе,граница
с,с
сальвадором,сальвадор
",",UNK
разместив,разместить
их,они
на,на
авиабазе,авиабаза
в,в
сан-педро-сула,UNK
(,UNK
здесь,здесь
было,быть
развёрнуто,развернуть
северное,северный
командование,командование
ввс,ввс
гондураса,гондурас
—,UNK
comando,comando
norte,norte
de,de
la,la
fuerza,fuerza
aérea,aérea
hondureña,hondureña
),UNK
.,UNK
=,UNK
=,UNK
военные,военный
действия,действие
=,UNK
=,UNK
по,по
некоторым,некоторый
сведениям,сведение
",",UNK
первое,первый
вооружённое,вооруженный
столкновение,столкновение
на,на
линии,линия
границы,граница
произошло,произойти
11,UNK
июля,июль
1969,UNK
года,год
.,UNK
вслед,вслед
за,за
этим,это
12,UNK
июля,июль
президент,президент
гондураса,гондурас
объявил,объявить
о,о
перемещении,перемещение
к,к
границе,граница
дополнительных,дополнительный
армейских,армейский
подразделений,подразделение
.,UNK
по,по
данным,данные
японской,японский
газеты,газета
«,UNK
асахи,асахи
симбун,симбун
»,UNK
",",UNK
столкновение,столкновение
сальвадорских,сальвадорский
и,и
гондурасских,гондурасский
военнослужащих,военнослужащий
в,в
районе,район
линии,линия
границы,граница
произошло,произойти
12,UNK
июля,июль
1969,UNK
года,год
",",UNK
после,после
чего,что
между,между
ними,они
произошла,произойти
перестрелка,перестрелка
",",UNK
но,но
позднее,поздний
правительство,правительство
сальвадора,сальвадор
выступило,выступить
с,с
официальным,официальный
сообщением,сообщение
",",UNK
что,что
стрельба,стрельба
в,в
районе,район
селения,селение
эль-пой,UNK
возле,возле
границы,граница
между,между
сальвадором,сальвадор
и,и
гондурасом,гондурас
началась,начаться
ранним,ранний
утром,утро
13,UNK
июля,июль
1969,UNK
года,год
.,UNK
14,UNK
июля,июль
",",UNK
во,в
второй,второй
половине,половина
дня,день
",",UNK
сальвадорские,сальвадорский
вооружённые,вооруженный
силы,сила
перешли,перейти
в,в
наступление,наступление
",",UNK
в,в
котором,который
участвовали,участвовать
пять,пять
пехотных,пехотный
батальонов,батальон
и,и
девять,девять
рот,рота
национальной,национальный
гвардии,гвардия
",",UNK
сведённые,свести
в,в
две,два
боевые,боевой
группы,группа
под,под
командованием,командование
генерала,генерал
хосе,хосе
альберто,альберто
медрано,медрано
.,UNK
наступление,наступление
развивалось,развиваться
вдоль,вдоль
основных,основный
дорог,дорога
",",UNK
соединяющих,соединять
две,два
страны,страна
",",UNK
в,в
направлении,направление
городов,город
грасьяс,грасьяс
и,и
нуэва-окотепеке,UNK
.,UNK
одновременно,одновременно
сальвадорские,сальвадорский
ввс,ввс
нанесли,нанести
удары,удар
по,по
аэродрому,аэродром
«,UNK
тонконтин,тонконтина
»,UNK
в,в
тегусигальпе,тегусигальпа
",",UNK
скоплениям,скопление
гондурасских,гондурасский
войск,войско
в,в
районе,район
границы,граница
",",UNK
а,а
также,также
по,по
целям,цель
на,на
принадлежащих,принадлежать
гондурасу,гондурас
островах,остров
в,в
заливе,залив
фонсека,фонсек
(,UNK
при,при
этом,это
один,один
из,из
участвовавших,участвовать
в,в
авианалёте,авианалет
сальвадорских,сальвадорский
истребителей,истребитель
",",UNK
tf-51,UNK
d,d
совершил,совершить
вынужденную,вынудить
посадку,посадка
на,на
территории,территория
гватемалы,гватемала
и,и
был,быть
интернирован,интернировать
),UNK
.,UNK
правительство,правительство
гондураса,гондурас
выступило,выступить
с,с
сообщением,сообщение
",",UNK
что,что
в,в
этот,этот
день,день
самолёты,самолет
сальвадорских,сальвадорский
ввс,ввс
бомбили,бомбить
населённые,населенный
пункты,пункт
нуэва-окотепеке,UNK
",",UNK
санта-роса-де-копан,UNK
",",UNK
грасьяс,грасьяс
и,и
чолутека,чолутека
.,UNK
в,в
ответ,ответ
в,в
ночь,ночь
на,на
15,UNK
июля,июль
гондурасские,гондурасский
самолёты,самолет
атаковали,атаковать
авиабазу,авиабаза
илопанго,илопанго
",",UNK
повредив,повредить
взлётно-посадочную,UNK
полосу,полоса
и,и
серьёзно,серьезно
повредив,повредить
нефтехранилища,нефтехранилище
.,UNK
после,после
этого,это
правительство,правительство
сальвадора,сальвадор
ввело,ввести
на,на
территории,территория
страны,страна
режим,режим
осадного,осадный
положения,положение
сроком,срок
30,UNK
дней,день
.,UNK
в,в
ходе,ход
наземной,наземный
операции,операция
сальвадорским,сальвадорский
войскам,войско
поначалу,поначалу
сопутствовал,сопутствовать
успех,успех
.,UNK
к,к
вечеру,вечер
15,UNK
июля,июль
сальвадорская,сальвадорский
армия,армия
",",UNK
более,более
многочисленная,многочисленный
и,и
лучше,лучше
вооружённая,вооруженный
",",UNK
чем,чем
противостоящая,противостоять
ей,она
армия,армия
гондураса,гондурас
",",UNK
продвинулась,продвинуться
на,на
8,UNK
км,км
и,и
заняла,занять
два,два
населённых,населенный
пункта,пункт
.,UNK
впоследствии,впоследствии
",",UNK
впрочем,впрочем
",",UNK
сальвадорское,сальвадорский
наступление,наступление
захлебнулось,захлебнуться
из-за,UNK
недостатка,недостаток
топлива,топливо
и,и
боеприпасов,боеприпас
",",UNK
а,а
также,также
усилившегося,усилиться
противодействия,противодействие
со,с
стороны,сторона
гондурасских,гондурасский
вооружённых,вооруженный
сил,сила
.,UNK
на,на
следующий,следующий
день,день
после,после
начала,начало
войны,война
была,быть
собрана,собрать
чрезвычайная,чрезвычайный
сессия,сессия
организации,организация
американских,американский
государств,государство
",",UNK
призвавшая,призвать
к,к
прекращению,прекращение
огня,огонь
и,и
выводу,вывод
сальвадорских,сальвадорский
войск,войско
из,из
гондураса,гондурас
.,UNK
16,UNK
июля,июль
в,в
приграничных,приграничный
районах,район
продолжались,продолжаться
бои,бой
между,между
частями,часть
сальвадорской,сальвадорский
и,и
гондурасской,гондурасский
армий,армия
",",UNK
кроме,кроме
того,тот
",",UNK
части,часть
гондурасской,гондурасский
армии,армия
предприняли,предпринять
попытку,попытка
контрнаступления,контрнаступление
с,с
целью,цель
захватить,захватить
город,город
чалатенанго,чалатенанго
.,UNK
в,в
течение,течение
дня,день
",",UNK
по,по
прямому,прямой
приказу,приказ
военного,военный
командования,командование
",",UNK
из,из
тегусигальпы,тегусигальпа
в,в
санта-роса-де-копан,UNK
по,по
воздуху,воздух
был,быть
переброшен,перебросить
батальон,батальон
президентской,президентский
гвардии,гвардия
(,UNK
guardia,guardia
de,de
honor,honor
battalion,battalion
),UNK
",",UNK
в,в
операции,операция
были,быть
задействованы,задействовать
4,UNK
транспортных,транспортный
самолёта,самолет
c-47,UNK
",",UNK
а,а
также,также
сопровождавшие,сопровождать
их,они
пять,пять
истребителей,истребитель
f,f
4,UNK
u,u
и,и
несколько,несколько
штурмовиков,штурмовик
t-28,UNK
a,a
к,к
17,UNK
июля,июль
сальвадорские,сальвадорский
войска,войско
продвинулись,продвинуться
до,до
70,UNK
км,км
в,в
глубину,глубина
территории,территория
гондураса,гондурас
",",UNK
в,в
это,это
же,же
время,время
продолжались,продолжаться
ожесточённые,ожесточить
бои,бой
за,за
столицу,столица
департамента,департамент
—,UNK
город,город
нуэва,нуэв
окотепеке,окотепек
",",UNK
расположенный,расположить
в,в
8,UNK
км,км
от,от
границы,граница
.,UNK
правительство,правительство
